add_these_pw_job_title_9089,agent_city,agent_firm_name,agent_state,application_type,case_no,case_number,case_received_date,case_status,class_of_admission,country_of_citizenship,country_of_citzenship,decision_date,employer_address_1,employer_address_2,employer_city,employer_country,employer_decl_info_title,employer_name,employer_num_employees,employer_phone,employer_phone_ext,employer_postal_code,employer_state,employer_yr_estab,foreign_worker_info_alt_edu_experience,foreign_worker_info_birth_country,foreign_worker_info_city,foreign_worker_info_education,foreign_worker_info_education_other,foreign_worker_info_inst,foreign_worker_info_major,foreign_worker_info_postal_code,foreign_worker_info_rel_occup_exp,foreign_worker_info_req_experience,foreign_worker_info_state,foreign_worker_info_training_comp,foreign_worker_ownership_interest,foreign_worker_yr_rel_edu_completed,fw_info_alt_edu_experience,fw_info_birth_country,fw_info_education_other,fw_info_postal_code,fw_info_rel_occup_exp,fw_info_req_experience,fw_info_training_comp,fw_info_yr_rel_edu_completed,fw_ownership_interest,ji_foreign_worker_live_on_premises,ji_fw_live_on_premises,ji_live_in_dom_svc_contract,ji_live_in_domestic_service,ji_offered_to_sec_j_foreign_worker,ji_offered_to_sec_j_fw,job_info_alt_cmb_ed_oth_yrs,job_info_alt_combo_ed,job_info_alt_combo_ed_exp,job_info_alt_combo_ed_other,job_info_alt_field,job_info_alt_field_name,job_info_alt_occ,job_info_alt_occ_job_title,job_info_alt_occ_num_months,job_info_combo_occupation,job_info_education,job_info_education_other,job_info_experience,job_info_experience_num_months,job_info_foreign_ed,job_info_foreign_lang_req,job_info_job_req_normal,job_info_job_title,job_info_major,job_info_training,job_info_training_field,job_info_training_num_months,job_info_work_city,job_info_work_postal_code,job_info_work_state,naics_2007_us_code,naics_2007_us_title,naics_code,naics_title,naics_us_code,naics_us_code_2007,naics_us_title,naics_us_title_2007,orig_case_no,orig_file_date,preparer_info_emp_completed,preparer_info_title,pw_amount_9089,pw_determ_date,pw_expire_date,pw_job_title_908,pw_job_title_9089,pw_level_9089,pw_soc_code,pw_soc_title,pw_source_name_9089,pw_source_name_other_9089,pw_track_num,pw_unit_of_pay_9089,rec_info_barg_rep_notified,recr_info_barg_rep_notified,recr_info_coll_teach_comp_proc,recr_info_coll_univ_teacher,recr_info_employer_rec_payment,recr_info_first_ad_start,recr_info_job_fair_from,recr_info_job_fair_to,recr_info_on_campus_recr_from,recr_info_on_campus_recr_to,recr_info_pro_org_advert_from,recr_info_pro_org_advert_to,recr_info_prof_org_advert_from,recr_info_prof_org_advert_to,recr_info_professional_occ,recr_info_radio_tv_ad_from,recr_info_radio_tv_ad_to,recr_info_second_ad_start,recr_info_sunday_newspaper,recr_info_swa_job_order_end,recr_info_swa_job_order_start,refile,ri_1st_ad_newspaper_name,ri_2nd_ad_newspaper_name,ri_2nd_ad_newspaper_or_journal,ri_campus_placement_from,ri_campus_placement_to,ri_coll_tch_basic_process,ri_coll_teach_pro_jnl,ri_coll_teach_select_date,ri_employee_referral_prog_from,ri_employee_referral_prog_to,ri_employer_web_post_from,ri_employer_web_post_to,ri_job_search_website_from,ri_job_search_website_to,ri_layoff_in_past_six_months,ri_local_ethnic_paper_from,ri_local_ethnic_paper_to,ri_posted_notice_at_worksite,ri_pvt_employment_firm_from,ri_pvt_employment_firm_to,ri_us_workers_considered,schd_a_sheepherder,us_economic_sector,wage_offer_from_9089,wage_offer_to_9089,wage_offer_unit_of_pay_9089,wage_offered_from_9089,wage_offered_to_9089,wage_offered_unit_of_pay_9089
,,,,PERM,A-09257-64174,,,Certified,H-1B,,INDIA,11/9/2011,ONE CAESARS PALACE DRIVE,,LAS VEGAS,,,"HARRAH'S OPERATING COMPANY, INC.",,,,89109,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Las Vegas,,NV,72112,Casino Hotels,,,,,,,,,,,52.12,,,,Computer and Information Systems Managers,Level IV,11-3021.00,Computer and Information Systems Managers,OES,,,hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospitality,135000,,yr,,,
,,,,PERM,A-09257-64180,,,Denied,H-1B,,MEXICO,12/21/2011,ONE UTSA CIRLCE,OFFICE OF INTERNATIONAL PROGRAMS,SAN ANTONIO,,,UNIVERSITY OF TEXAS AT SAN ANTONIO,,,,78249,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Antonio,,TX,611310,"Colleges, Universities, and Professional Schools",,,,,,,,,,,41517,,,,"Coordinator, Mexico Center Programs",Level I,11-9033.00,"Education Administrators, Postsecondary",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Educational Services,41517,,yr,,,
,,,,PERM,A-09257-64237,,,Denied,H-1B,,COLOMBIA,1/5/2012,4400 W. 18TH STREET,,HOUSTON,,,HOUSTON INDEPENDENT SCHOOL DISTRICT,,,,77092,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Houston,,TX,611110,Elementary and Secondary Schools,,,,,,,,,,,46990,,,,Elementary School Teachers,Level II,25-2021.00,"Elementary School Teachers, Except Special Education",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Educational Services,46990,72920,yr,,,
,,,,PERM,A-09258-64339,,,Certified,H-1B,,INDIA,3/9/2012,11 WALL STREET,,NEW YORK,,,"NYSE TECHNOLOGIES, INC",,,,10005,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chicago,,IL,523110,Investment Banking and Securities Dealing,,,,,,,,,,,77522,,,,"Computer Software Engineers, Applications",Level II,15-1031.00,"Computer Software Engineers, Applications",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finance,77522,105000,yr,,,
,,,,PERM,A-09258-64379,,,Certified,EWI,,MEXICO,2/6/2012,"426 OLD POST ROAD, ROUTE 22",,BEDFORD VILLAGE,,,"CHES NOUS INC., D/B/A BEDFORD VILLAGE PASTRY",,,,10506,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEDFORD VILLAGE,,NY,311811,Retail Bakeries,,,,,,,,,,,21.88,,,,CHEFS AND HEAD COOKS,Level II,35-1011.00,Chefs and Head Cooks,Other,,,hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced Mfg,21.88,,hr,,,
,,,,PERM,A-09258-64516,,,Withdrawn,Not in USA,,SOUTH KOREA,12/15/2011,4546 BEACH BLVD,,BUENA PARK,,,"SAM YANG INVESTMENT, INC",,,,90621,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BUENA PARK,,CA,722110,Full-Service Restaurants,,,,,,,,,,,12.35,,,,"Cooks, Restaurant",Level IV,35-2014.00,"Cooks, Restaurant",OES,,,hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospitality,12.35,,hr,,,
,,,,PERM,A-09260-64753,,,Certified,H-1B,,ARGENTINA,11/16/2011,10 S. DEARBORN ST.,,CHICAGO,,,JPMORGAN CHASE & CO.,,,,60603,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEW YORK,,NY,551112,Offices of Other Holding Companies,,,,,,,,,,,111114,,,,FINANCIAL ANALYST,Level III,13-2051.00,Financial Analysts,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Economic Sector,150000,,yr,,,
,,,,PERM,A-09260-64970,,,Certified,H-1B,,SOUTH KOREA,11/15/2011,"300 GALLERIA OFFICENTRE, STE. 200",,SOUTHFIELD,,,MOTORS INSURANCE CORPORATION,,,,48034,MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southfield,,MI,52,Finance and Insurance,,,,,,,,,,,60964,,,,Financial Analysts,Level III,13-2051.00,Financial Analysts,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finance,74000,,yr,,,
,,,,PERM,A-09265-65534,,,Certified-Expired,L-2,,VENEZUELA,10/25/2011,17191 PINES BOULEVARD,,PEMBROKE PINES,,,EDUCATION FIRST INCORPORATED,,,,33027,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weston,,FL,624410,Child Day Care Services,,,,,,,,,,,45802,,,,Instructional Coordinators,Level II,25-9031.00,Instructional Coordinators,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Economic Sector,45802,,yr,,,
,,,,PERM,A-09266-65623,,,Denied,H-1B,,INDIA,1/31/2012,502 AUDUBON PLACE CT,,BALLWIN,,,"TETRASOFT, INC.",,,,63021,MO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ballwin,,MO,5415,Computer Systems Design and Related Services,,,,,,,,,,,71323,,,,Computer Systems Analysts,Level III,15-1051.00,Computer Systems Analysts,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,71323,,yr,,,
,,,,PERM,A-09266-65630,,,Certified,H-1B,,INDIA,3/12/2012,14505 COMMERCE WAY,SUITE 800,MIAMI LAKES,,,"ELVIRA J. RIVES, MD",,,,33016,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miami Lakes,,FL,622110,General Medical and Surgical Hospitals,,,,,,,,,,,45926,,,,Pediatrician,Level I,29-1065.00,"Pediatricians, General",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Care,112000,,yr,,,
,,,,PERM,A-09267-65884,,,Denied,,,MEXICO,12/27/2011,2929 THERESA DRIVE,,NEWBURRY PARK,,,MARY HEALTH OF THE SICK HOSPITAL,,,,91320,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEWBURY PARK,,CA,62111,Offices of Physicians,,,,,,,,,,,14.04,,,,"NURSING AIDE, AND ATTENDANTS",Level IV,31-1012.00,"Nursing Aides, Orderlies, and Attendants",OES,,,hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Care,14.04,,hr,,,
,,,,PERM,A-09267-65932,,,Denied,EWI,,MEXICO,10/27/2011,P. O. BOX  626,,MCCALLA,,,"ROBERT LEOPARD HOMEBUILDERS, INC.",,,,35111,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,McCalla,,AL,236115,New Single-Family Housing Construction (except Operative Builders),,,,,,,,,,,11.71,,,,Stonemason,Level I,47-2022.00,Stonemasons,OES,,,hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Construction,11.71,,hr,,,
,,,,PERM,A-09268-66039,,,Certified-Expired,H-1B,,SOUTH KOREA,10/24/2011,360 SOUTH VAN BRUNT ST.,,ENGLEWOOD,,,"SEOUL SHIK POOM, INC.",,,,7631,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hillside,,NJ,42,Wholesale Trade,,,,,,,,,,,25.59,,,,Firstline Supervisors/Manager of Office Administration,Level III,43-1011.00,First-Line Supervisors/Managers of Office and Administrative Support Workers,OES,,,hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Economic Sector,25.59,25.59,hr,,,
,,,,PERM,A-09268-66053,,,Denied,F-1,,KENYA,2/6/2012,15800 GAITHER DRIVE,,GAITHERSBURG,,,"CLIENT NETWORK SERVICES, INC.",,,,20877,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rockville,,MD,541511,Custom Computer Programming Services,,,,,,,,,,,104291,,,,Computer Systems / Programmer Analysts,Level IV,15-1051.00,Computer Systems Analysts,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,104291,,yr,,,
,,,,PERM,A-09268-66059,,,Certified-Expired,,,IRAN,10/6/2011,7835 SW 37TH,,PORTLAND,,,ABBY'S AUTO BODY,,,,97219,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portland,,OR,81112,"Automotive Body, Paint, Interior, and Glass Repair",,,,,,,,,,,29.73,,,,"First-Line Superviors/Managers of Mechanics, Installers, and Repairers",Level III,49-1011.00,"First-Line Supervisors/Managers of Mechanics, Installers, and Repairers",OES,,,hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Automotive,29.73,,hr,,,
,,,,PERM,A-09268-66090,,,Denied,H-1B,,UNITED KINGDOM,2/1/2012,12950 HIGHWAY 43 NORTH,,AXIS,,,LENZING FIBERS INC.,,,,36505,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Axis,,AL,31499,All Other Textile Product Mills,,,,,,,,,,,95555,,,,Sales Manager,Level III,11-2022.00,Sales Managers,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced Mfg,95555,120000,yr,,,
,,,,PERM,A-09268-66151,,,Certified-Expired,H-1B,,INDIA,11/2/2011,2205 SOUTH MAIN STREET,,ANN ARBOR,,,"AMPET, INC.",,,,48103,MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ann Arbor,,MI,541613,Marketing Consulting Services,,,,,,,,,,,63.09,,,,Marketing Managers,Level IV,11-2021.00,Marketing Managers,OES,,,hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Economic Sector,63.09,,hr,,,
,,,,PERM,A-09270-66236,,,Certified,H-1B,,PERU,1/9/2012,"750 NORTH ORLEANS ST., SUITE 400",,CHICAGO,,,"SCHULER & SHOOK, INC.",,,,60654,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chicago,,IL,541410,Interior Design Services,,,,,,,,,,,41454,,,,"Architects, Except Landscape and Naval",Level I,17-1011.00,"Architects, Except Landscape and Naval",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Economic Sector,61260,,yr,,,
,,,,PERM,A-09271-66306,,,Denied,H-1B,,PHILIPPINES,2/21/2012,31 STAFFORD AVENUE,,STAFFORD,,,STAFFORD COUNTY PUBLIC SCHOOLS,,,,22554,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STAFFORD,,VA,611110,Elementary and Secondary Schools,,,,,,,,,,,46110,,,,Special Education Teachers,Level I,25-2043.00,"Special Education Teachers, Secondary School",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Educational Services,80384,80384,yr,,,
,,,,PERM,A-09271-66406,,,Certified,H-1B,,CHILE,11/17/2011,2711 SULLIVAN DRIVE,CAMPUS BOX 7210,RALEIGH,,,NORTH CAROLINA STATE UNIVERSITY,,,,27695,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raleigh,,NC,611310,"Colleges, Universities, and Professional Schools",,,,,,,,,,,49046,,,,Associate Dean,Level I,11-9033.00,"Education Administrators, Postsecondary",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Educational Services,120000,120000,yr,,,
,,,,PERM,A-09272-66521,,,Withdrawn,H-1B,,PHILIPPINES,2/1/2012,31 STAFFORD AVENUE,,STAFFORD,,,STAFFORD COUNTY PUBLIC SCHOOLS,,,,22554,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STAFFORD,,VA,611110,Elementary and Secondary Schools,,,,,,,,,,,38380,,,,Special Education Teacher,,25-2042.00,"Special Education Teachers, Middle School",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Educational Services,46269,46269,yr,,,
,,,,PERM,A-09272-66530,,,Denied,,,MEXICO,12/5/2011,6300 DENTON HWY,,WATAUGA,,,OC BURGERS,,,,76148,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EULESS,,TX,722,Food Services and Drinking Places,,,,,,,,,,,20322,,,,COOK,Level III,35-2014.00,"Cooks, Restaurant",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospitality,20322,,yr,,,
,,,,PERM,A-09272-66531,,,Certified,H-1B,,SOUTH KOREA,11/21/2011,21W 38TH ST 11FL,,NEW YORK,,,LEEWARD INTERNATIONAL,,,,10018,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York,,NY,315231,"Women's and Girls' Cut and Sew Lingerie, Loungewear, and Nightwear Manufacturing",,,,,,,,,,,32.82,,,,Accountant,Level II,13-2011.01,Accountants,OES,,,hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced Mfg,32.82,,hr,,,
,,,,PERM,A-09272-66603,,,Certified,H-1B,,MEXICO,12/21/2011,ONE DELL WAY,,ROUND ROCK,,,DELL MARKETING LP,,,,78682,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Round Rock,,TX,334111,Electronic Computer Manufacturing,,,,,,,,,,,78519,,,,Marketing Managers,Level III,11-2021.00,Marketing Managers,Other,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced Mfg,100000,,yr,,,
,,,,PERM,A-09272-66645,,,Certified,H-1B,,INDIA,12/15/2011,1200 WALNUT HILL LANE SUITE 1100,,IRVING,,,GLOBAL SYSTEMS LLC,,,,75038,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irving,,TX,541511,Custom Computer Programming Services,,,,,,,,,,,47736,,,,Systems Analyst,Level I,15-1051.00,Computer Systems Analysts,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,54000,,yr,,,
,,,,PERM,A-09272-66667,,,Certified,,,MEXICO,11/7/2011,18323 N. DALLAS PKWY,,DALLAS,,,PF CHANGS CHINA BISTRO,,,,75287,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DALLAS,,TX,722110,Full-Service Restaurants,,,,,,,,,,,7.68,,,,"Cooks, Restaurant",Level I,35-2014.00,"Cooks, Restaurant",OES,,,hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospitality,7.68,7.68,hr,,,
,,,,PERM,A-09273-66936,,,Certified,H-1B,,CHINA,12/9/2011,4025 EAST 23RD STREET,,COLUMBUS,,,BEHLEN MFG. CO.,,,,68601,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbus,,NE,332311,Prefabricated Metal Building and Component Manufacturing,,,,,,,,,,,25722,,,,Interpretors and Translators,Level III,27-3091.00,Interpreters and Translators,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced Mfg,26000,30000,yr,,,
,,,,PERM,A-09273-67004,,,Certified-Expired,H-1B,,INDIA,10/25/2011,1 RIVER ROAD,,SCHENECTADY,,,GENERAL ELECTRIC COMPANY (GE ENERGY),,,,12345,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dallas,,TX,334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",,,,,,,,,,,37939,,,,Operations Research Analysts,Level I,15-2031.00,Operations Research Analysts,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced Mfg,37939,130000,yr,,,
,,,,PERM,A-09273-67026,,,Certified-Expired,H-1B,,NIGERIA,10/31/2011,2301 MARKET STREET,,PHILADELPHIA,,,"PECO ENERGY, AN EXELON COMPANY",,,,19101,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philadelphia,,PA,2211,"Electric Power Generation, Transmission and Distribution",,,,,,,,,,,70300,,,,Financial Analysts,Level III,13-2051.00,Financial Analysts,Other,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy,75000,85000,yr,,,
,,,,PERM,A-09274-67071,,,Denied,H-1B,,TURKEY,10/7/2011,"10 S. DEARBORN ST.,  IL1-0043",,CHICAGO,,,JPMORGAN CHASE & CO.,,,,60603,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEW YORK,,NY,551112,Offices of Other Holding Companies,,,,,,,,,,,65.56,,,,FINANCIAL ANALYSTS,,13-2051.00,Financial Analysts,OES,,,hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Economic Sector,170000,,yr,,,
,,,,PERM,A-09274-67150,,,Certified,H-1B,,TURKEY,12/28/2011,ADMINISTRATION BUILDING,HUMAN RESOURCES DEPARTMENT,VALHALLA,,,NEW YORK MEDICAL COLLEGE,,,,10595,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valhalla,,NY,541710,,,,,,,,,,,,57779.54,,,,Accountants and Auditors,Level II,13-2011.00,Accountants and Auditors,CBA,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57779.54,,yr,,,
,,,,PERM,A-09274-67245,,,Certified,H-1B,,NEPAL,12/6/2011,377 HOES LANE,2ND FL,PISCATAWAY,,,"AEQUOR TECHNOLOGIES, INC.",,,,8854,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iselin,,NJ,541511,Custom Computer Programming Services,,,,,,,,,,,30.43,,,,Computer Systems Analyst,Level I,15-1051.00,Computer Systems Analysts,OES,,,hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,30.43,,hr,,,
,,,,PERM,A-09274-67251,,,Certified-Expired,EWI,,UNITED STATES OF AMERICA,10/20/2011,111 MULBERRY STREET,,NEWARK,,,"R & S SIDING, INC.",,,,7102,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Newark,,NJ,423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers",,,,,,,,,,,23.39,,,,"Electric Motor, Power Tool, and Related Repairers",Level III,49-2092.00,"Electric Motor, Power Tool, and Related Repairers",OES,,,hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other Economic Sector,23.39,,hr,,,
,,,,PERM,A-09275-67388,,,Denied,EWI,,MEXICO,11/16/2011,47 HATHAWAY ST FLOOR 1,,WALLINGTON,,,"HYGLOSS PRODUCTS, INC",,,,7057,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WALLINGTON,,NJ,524210,Insurance Agencies and Brokerages,,,,,,,,,,,8.02,,,,STOCK CLERK,Level I,43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",Other,,,hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finance,8.02,8.02,hr,,,
,,,,PERM,A-09275-67418,,,Denied,H-1B,,CHINA,1/30/2012,12601 FAIR LAKES CIRCLE,,FAIRFAX,,,CGI FEDERAL INC.,,,,22033,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairfax,,VA,541512,Computer Systems Design Services,,,,,,,,,,,86216,,,,Computer Software Engineer - Systems Software,Level II,15-1032.00,"Computer Software Engineers, Systems Software",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,100000,,yr,,,
,,,,PERM,A-09275-67478,,,Denied,H-1B,,JAPAN,12/1/2011,19640 RANCHO WAY,,DOMINGUEZ HILLS,,,"MARUZEN OF AMERICA, INC.",,,,90220,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dominguez Hills,,CA,488510,Freight Transportation Arrangement,,,,,,,,,,,37380,,,,International Trade (Market Research) Analyst,Level I,19-3021.00,Market Research Analysts,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transportation,40000,,yr,,,
,,,,PERM,A-09278-67559,,,Denied,EWI,,ECUADOR,11/22/2011,57 CROTON AVENUE,,OSSINING,,,MANNY'S LIGHTING &ELECTRIC CORP,,,,10562,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OSSINING,,NY,238210,Electrical Contractors and Other Wiring Installation Contractors,,,,,,,,,,,14.98,,,,ELECTRICIAN HELPER,Level II,47-3013.00,Helpers--Electricians,Other,,,hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Construction,14.98,14.98,hr,,,
,,,,PERM,A-09279-67850,,,Withdrawn,H-1B,,INDIA,1/23/2012,601 JEFFERSON STREET,,HOUSTON,,,"KBR TECHNICAL SERVICES, INC.",,,,77002,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Houston,,TX,541330,Engineering Services,,,,,,,,,,,113547,,,,Mechanical Engineers,Level IV,17-2141.00,Mechanical Engineers,OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aerospace,113547,,yr,,,
,,,,PERM,A-09279-67895,,,Certified,H-1B,,INDIA,1/3/2012,6100 SPRINT PARKWAY,,OVERLAND PARK,,,ERICSSON SERVICES INC.,,,,66251,KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overland Park,,KS,541330,Engineering Services,,,,,,,,,,,52853,,,,"Computer Software Engineers, Applications",Level I,15-1031.00,"Computer Software Engineers, Applications",OES,,,yr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aerospace,57234,107778,yr,,,
,,,,PERM,A-09280-68031,,,Certified,H-1B,,INDIA,2/29/2012,180 RARITAN CENTER PARKWAY,SUITE#2,EDISON,,,HORIZON COMPUTER SERVICES INC,,,,8837,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EDISON,,NJ,541511,Custom Computer Programming Services,,,,,,,,,,,74.21,,,,computer and information systems manager,Level IV,11-3021.00,Computer and Information Systems Managers,OES,,,hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IT,74.21,,hr,,,
